Binomial,bm_g,bs_cm,,,,
Oligosoma_polychroma,3.30,0.52,,,,
Oligosoma_smithi,6.64,0.82,,,,
Oligosoma_stenotis,8.42,0.93,,,,
Oligosoma_striatum,8.60,0.93,,,,
Oligosoma_suteri,26.16,1.42,,,,
Oligosoma_taumakae,20.00,1.30,,,,
Oligosoma_waimatense,45.12,1.65,,,,
Oligosoma_whitakeri,20.21,1.31,,,,
Oligosoma_zelandicum,6.32,0.80,,,,
Omanosaura_cyanura,2.99,0.48,,,,
Omanosaura_jayakari,127.79,2.11,,,,
Omeisaurus_,9800000.00,6.99,,,,
Omeisaurus_tiafuensis,11796000.00,7.07,,,,
Ommatophoca_rossii,184386.57,5.27,,,,
Ommatotriton_vittatus,8.10,0.91,,,,
Omosaurus_armatus,4636589.00,6.67,,,,
Omosaurus_durobrivensis,2310467.00,6.36,,,,
Omosaurus_lennieri,1672636.00,6.22,,,,
Omosudis_lowii,60.00,1.78,,,,
Omox_biporos,0.20,-0.70,,,,
Oncifelis_colocolo,3640.84,3.56,,,,
Oncifelis_geoffroyi,3264.72,3.51,,,,
Oncifelis_guigna,2233.49,3.35,,,,
Oncorhynchus_aguabonita,4980.00,3.70,,,,
Oncorhynchus_apache,2360.00,3.37,,,,
Oncorhynchus_clarkii,18600.00,4.27,,,,
Oncorhynchus_gorbuscha,6800.00,3.83,,,,
Oncorhynchus_keta,15900.00,4.20,,,,
Oncorhynchus_kisutch,15200.00,4.18,,,,
Oncorhynchus_masou_macrostomus,1540.00,3.19,,,,
Oncorhynchus_masou_masou,10000.00,4.00,,,,
Oncorhynchus_mykiss,654.45,2.82,,,,
Oncorhynchus_nerka,7710.00,3.89,,,,
Oncorhynchus_rhodurus,1250.00,3.10,,,,
Oncorhynchus_tshawytscha,61400.00,4.79,,,,
Oncostoma_cinereigulare,8.14,0.91,,,,
Oncostoma_olivaceum,7.13,0.85,,,,
Ondatra_zibethicus,825.43,2.92,,,,
Oneirodes_bulbosus,450.00,2.65,,,,
Oneirodes_thompsoni,400.00,2.60,,,,
Onohippidium_spp.,310700.00,5.49,,,,
Onychodactylus_japonicus,6.30,0.80,,,,
Onychogalea_fraenata,4794.80,3.68,,,,
Onychogalea_lunata,3495.33,3.54,,,,
Onychogalea_unguifera,6478.06,3.81,,,,
Onychognathus_albirostris,138.07,2.14,,,,
Onychognathus_blythii,100.00,2.00,,,,
Onychognathus_frater,100.00,2.00,,,,
Onychognathus_fulgidus,113.21,2.05,,,,
Onychognathus_morio,141.15,2.15,,,,
Onychognathus_nabouroup,109.93,2.04,,,,
Onychognathus_neumanni,86.65,1.94,,,,
Onychognathus_salvadorii,153.00,2.18,,,,
Onychognathus_tenuirostris,125.94,2.10,,,,
Onychognathus_tristramii,123.43,2.09,,,,
Onychognathus_walleri,88.57,1.95,,,,
Onychomys_arenicola,29.31,1.47,,,,
Onychomys_leucogaster,23.96,1.38,,,,
Onychomys_torridus,17.55,1.24,,,,
Onychoprion_albostriatus,105.00,2.02,,,,
Onychoprion_aleuticus,130.00,2.11,,,,
Onychoprion_anaethetus,152.10,2.18,,,,
Onychoprion_anaethetus_antarctica,95.60,1.98,,,,
Onychoprion_fuscatus,203.50,2.31,,,,
Onychoprion_fuscatus_nubilosus,176.00,2.25,,,,
Onychoprion_fuscatus_oahuensis,208.00,2.32,,,,
Onychoprion_lunatus,157.93,2.20,,,,
Onychorhynchus_coronatus,15.67,1.20,,,,
Onychorhynchus_mexicanus,15.86,1.20,,,,
Onychorhynchus_occidentalis,16.36,1.21,,,,
Onychorhynchus_swainsoni,16.36,1.21,,,,
Onychostoma_barbatulum,117.66,2.07,,,,
Onychostoma_gerlachi,1000.00,3.00,,,,
Onychostoma_ovale,1000.00,3.00,,,,
Opheodrys_aestivus,600.90,2.78,,,,
Opheodrys_vernalis,104.00,2.02,,,,
Ophichthus_rex,23600.00,4.37,,,,
Ophichthus_triserialis,373.00,2.57,,,,
Ophidiocephalus_taeniatus,24.56,1.39,,,,
Ophioblennius_atlanticus,72.26,1.86,,,,
Ophiocara_porocephala,249.20,2.40,,,,
Ophiodes_intermedius,378.86,2.58,,,,
Ophiodes_striatus,131.23,2.12,,,,
Ophiodes_vertebralis,195.06,2.29,,,,
Ophiodes_yacupoi,178.59,2.25,,,,
Ophiodon_elongatus,59100.00,4.77,,,,
Ophiomorus_blanfordi,19.16,1.28,,,,
Ophiomorus_brevipes,21.88,1.34,,,,
Ophiomorus_chernovi,21.88,1.34,,,,
Ophiomorus_latastii,12.29,1.09,,,,
Ophiomorus_nuchalis,20.49,1.31,,,,
Ophiomorus_persicus,11.49,1.06,,,,
Ophiomorus_punctatissimus,15.94,1.20,,,,
Ophiomorus_raithmai,21.18,1.33,,,,
Ophiomorus_streeti,16.11,1.21,,,,
Ophiomorus_tridactylus,16.07,1.21,,,,
Ophiophagus_hannah,43796.86,4.64,,,,
Ophioscincus_cooloolensis,6.88,0.84,,,,
Ophioscincus_ophioscincus,19.82,1.30,,,,
Ophioscincus_truncatus,10.18,1.01,,,,
Ophisaurus_attenuatus,252.07,2.40,,,,
Ophisaurus_buettikoferi,34.42,1.54,,,,
Ophisaurus_ceroni,110.26,2.04,,,,
Ophisaurus_compressus,77.30,1.89,,,,
Ophisaurus_gracilis,134.48,2.13,,,,
Ophisaurus_hainanensis,459.71,2.66,,,,
Ophisaurus_harti,464.81,2.67,,,,
Ophisaurus_incomptus,237.44,2.38,,,,
Ophisaurus_koellikeri,114.72,2.06,,,,
Ophisaurus_mimicus,114.13,2.06,,,,
Ophisaurus_sokolovi,100.96,2.00,,,,
Ophisaurus_ventralis,299.31,2.48,,,,
Ophisaurus_wegneri,99.16,2.00,,,,
Ophisops_beddomei,1.10,0.04,,,,
Ophisops_elbaensis,0.92,-0.04,,,,
Ophisops_elegans,5.61,0.75,,,,
Ophisops_jerdonii,2.69,0.43,,,,
Ophisops_leschenaultii,4.35,0.64,,,,
Ophisops_microlepis,6.61,0.82,,,,
Ophisops_minor,1.54,0.19,,,,
Ophisops_occidentalis,2.51,0.40,,,,
Ophrysia_superciliosa,705.00,2.85,,,,
Ophthalmotilapia_boops,10.06,1.00,,,,
Ophthalmotilapia_nasuta,17.92,1.25,,,,
Ophthalmotilapia_ventralis,14.79,1.17,,,,
Opipeuter_xestus,4.60,0.66,,,,
Opisthocoelicaudia_,22000000.00,7.34,,,,
Opisthocomus_hoazin,728.33,2.86,,,,
Opisthonema_oglinum,375.00,2.57,,,,
Opisthoproctus_soleatus,7.90,0.90,,,,
Opisthoprora_euryptera,5.76,0.76,,,,
Opisthotrophis_andersonii,5.16,0.71,,,,
Opisthotrophis_balteata,20.17,1.30,,,,
Opisthotrophis_kikuzatoi,95.08,1.98,,,,
Opisthotrophis_kuatunensis,112.45,2.05,,,,
Opisthotrophis_lateralis,31.50,1.50,,,,
Opisthotrophis_latouchii,46.46,1.67,,,,
Opisthotrophis_maxwelli,10.63,1.03,,,,
Opisthotropis_boonsongi,383.89,2.58,,,,
Opistognathus_macrognathus,21.30,1.33,,,,
Opistognathus_maxillosus,20.50,1.31,,,,
Opistognathus_punctatus,1130.00,3.05,,,,
Oplegnathus_fasciatus,6400.00,3.81,,,,
Oplegnathus_punctatus,12100.00,4.08,,,,
Oplopomus_oplopomus,2.88,0.46,,,,
Oplurus_cuvieri,116.17,2.07,,,,
Oplurus_cuvieri_cuvieri,79.60,1.90,,,,
Oplurus_cyclurus,87.86,1.94,,,,
Oplurus_fierinensis,23.94,1.38,,,,
Oplurus_grandidieri,41.87,1.62,,,,
Oplurus_quadrimaculatus,76.30,1.88,,,,
Oplurus_saxicola,33.57,1.53,,,,
Oporornis_agilis,14.85,1.17,,,,
Oporornis_formosus,15.12,1.18,,,,
Oporornis_philadelphia,12.66,1.10,,,,
Oporornis_tolmiei,11.02,1.04,,,,
Opsanus_tau,2230.00,3.35,,,,
Orcaella_brevirostris,160713.28,5.21,,,,
Orchesticus_abeillei,31.50,1.50,,,,
Orcinus_orca,3785580.99,6.58,,,,
Orcynopsis_unicolor,13100.00,4.12,,,,
Oreailurus_jacobita,9150.04,3.96,,,,
Oreamnos_americanus,59528.38,4.77,,,,
Oreamnos_harringtoni,75285.92,4.88,,,,
Orectolobus_maculatus,12300.00,4.09,,,,
Orectolobus_ornatus,3410.00,3.53,,,,
Oreobates_quixensis,18.50,1.27,,,,
Oreocharis_arfaki,20.23,1.31,,,,
Oreochromis_andersonii,4710.00,3.67,,,,
Oreochromis_aureus,2010.00,3.30,,,,
Oreochromis_esculentus,2500.00,3.40,,,,
Oreochromis_macrochir,110.00,2.04,,,,
Oreochromis_mortimeri,4100.00,3.61,,,,
Oreochromis_mossambicus,296.90,2.47,,,,
Oreochromis_niloticus,1533.00,3.19,,,,
Oreochromis_tanganicae,486.00,2.69,,,,
Oreochromis_variabilis,674.59,2.83,,,,
Oreocryptophis_porphyraceus,1465.50,3.17,,,,
Oreoica_gutturalis,63.98,1.81,,,,
Oreoica_gutturalis_gutturalis,77.50,1.89,,,,
Oreoica_gutturalis_pallescens,67.00,1.83,,,,
Oreolais_pulcher,8.40,0.92,,,,
Oreolais_pulchra,8.37,0.92,,,,
Oreolais_ruwenzorii,9.90,1.00,,,,
Oreoleuciscus_humilis,25.00,1.40,,,,
Oreoleuciscus_potanini,10000.00,4.00,,,,
Oreomanes_fraseri,25.67,1.41,,,,
Oreomystis_bairdi,14.41,1.16,,,,
Oreomystis_bairdii,16.50,1.22,,,,
Oreomystis_mana,15.30,1.18,,,,
Oreonax_flavicauda,8229.12,3.92,,,,
Oreonympha_nobilis,7.85,0.89,,,,
Oreophasis_derbianus,2136.64,3.33,,,,
Oreophilais_robertsi,10.05,1.00,,,,
Oreopholus_ruficollis,135.19,2.13,,,,
Oreophylax_moreirae,10.74,1.03,,,,
Oreopsar_bolivianus,73.32,1.87,,,,
Oreopsittacus_arfaki,20.96,1.32,,,,
Oreornis_chrysogenys,64.00,1.81,,,,
Oreortyx_pictus,246.23,2.39,,,,
Oreoscoptes_montanus,45.51,1.66,,,,
Oreoscopus_gutturalis,19.92,1.30,,,,
Oreostruthus_fuliginosus,18.38,1.26,,,,
Oreothlypis_gutturalis,9.50,0.98,,,,
Oreothlypis_superciliosa,9.00,0.95,,,,
Oreotragus_oreotragus,10913.66,4.04,,,,
Oreotrochilus_adela,7.85,0.89,,,,
Oreotrochilus_chimborazo,8.27,0.92,,,,
Oreotrochilus_estella,8.17,0.91,,,,
Oreotrochilus_leucopleurus,8.15,0.91,,,,
Oreotrochilus_melanogaster,9.23,0.97,,,,
Origma_solitaria,14.81,1.17,,,,
Oriocalotes_paulus,8.18,0.91,,,,
Oriolia_bernieri,52.00,1.72,,,,
Oriolus_albiloris,57.94,1.76,,,,
Oriolus_auratus,70.13,1.85,,,,
Oriolus_bouroensis,70.91,1.85,,,,
Oriolus_brachyrhynchus,49.04,1.69,,,,
Oriolus_brachyrynchus,49.05,1.69,,,,
Oriolus_chinensis,87.09,1.94,,,,
Oriolus_chlorocephalus,70.91,1.85,,,,
Oriolus_crassirostris,50.00,1.70,,,,
Oriolus_cruentus,64.00,1.81,,,,
Oriolus_flavocinctus,118.75,2.07,,,,
Oriolus_forsteni,110.33,2.04,,,,
Oriolus_hosii,70.91,1.85,,,,
Oriolus_isabellae,47.42,1.68,,,,
Oriolus_kundoo,77.85,1.89,,,,
Oriolus_larvatus,63.90,1.81,,,,
Oriolus_melanotis,70.91,1.85,,,,
Oriolus_mellianus,93.00,1.97,,,,
Oriolus_monacha,70.91,1.85,,,,
Oriolus_nigripennis,56.33,1.75,,,,
Oriolus_oriolus,80.66,1.91,,,,
Oriolus_percivali,61.78,1.79,,,,
Oriolus_phaeochromus,70.91,1.85,,,,
Oriolus_sagittatus,100.95,2.00,,,,
Oriolus_steerii,57.94,1.76,,,,
Oriolus_szalayi,104.05,2.02,,,,
Oriolus_tenuirostris,85.31,1.93,,,,
Oriolus_traillii,75.14,1.88,,,,
Oriolus_xanthonotus,44.99,1.65,,,,
Oriolus_xanthonotus_persuasus,45.50,1.66,,,,
Oriolus_xanthornus,63.93,1.81,,,,
Oriotaris_dasi,6.43,0.81,,,,
Oriturus_superciliosus,46.15,1.66,,,,
Orlitia_borneensis,31865.32,4.50,,,,
Ornithion_brunneicapillus,7.13,0.85,,,,
Ornithion_inerme,7.00,0.85,,,,
Ornithion_semiflavum,6.50,0.81,,,,
Ornithion_semiflavus,7.40,0.87,,,,
Ornitholestes_,12600.00,4.10,,,,
Ornithomimus_,440000.00,5.64,,,,
Ornithomimus_bullatus,585700.00,5.77,,,,
Ornithorhynchus_anatinus,1394.47,3.14,,,,
Ornorectes_cristatus,79.00,1.90,,,,
Ortalis_araucuan,550.00,2.74,,,,
Ortalis_canicollis,539.00,2.73,,,,
Ortalis_cinereiceps,500.17,2.70,,,,
Ortalis_columbiana,550.00,2.74,,,,
Ortalis_erythroptera,636.42,2.80,,,,
Ortalis_garrula,558.75,2.75,,,,
Ortalis_guttata,548.86,2.74,,,,
Ortalis_guttata_columbiana,550.00,2.74,,,,
Ortalis_leucogastra,513.71,2.71,,,,
Ortalis_motmot,504.95,2.70,,,,
Ortalis_poliocephala,693.83,2.84,,,,
Ortalis_ruficauda,632.81,2.80,,,,
Ortalis_ruficeps,476.25,2.68,,,,
Ortalis_squamata,550.00,2.74,,,,
Ortalis_superciliaris,578.60,2.76,,,,
Ortalis_vetula,637.64,2.80,,,,
Ortalis_wagleri,834.00,2.92,,,,
Orthogeomys_cavator,649.38,2.81,,,,
Orthogeomys_cherriei,225.00,2.35,,,,
Orthogeomys_cuniculus,500.17,2.70,,,,
Orthogeomys_dariensis,437.78,2.64,,,,
Orthogeomys_grandis,500.17,2.70,,,,
Orthogeomys_heterodus,615.23,2.79,,,,
Orthogeomys_hispidus,541.80,2.73,,,,
Orthogeomys_lanius,500.17,2.70,,,,
Orthogeomys_matagalpae,293.00,2.47,,,,
Orthogeomys_thaeleri,440.75,2.64,,,,
Orthogeomys_underwoodi,250.17,2.40,,,,
Orthogonys_chloricterus,40.00,1.60,,,,
Orthonyx_novaeguineae,58.11,1.76,,,,
Orthonyx_spaldingii,151.37,2.18,,,,
Orthonyx_spaldingii_melasmenus,148.50,2.17,,,,
Orthonyx_spaldingii_spaldingii,178.00,2.25,,,,
Orthonyx_temminckii,60.55,1.78,,,,
Orthopristis_chrysoptera,900.00,2.95,,,,
Orthopristis_reddingi,600.00,2.78,,,,
Orthopristis_ruber,850.00,2.93,,,,
Orthopsittaca_manilata,381.00,2.58,,,,
Orthopsittaca_manilatus,372.00,2.57,,,,
Orthorhyncus_cristatus,3.45,0.54,,,,
Orthosternarchus_tamandua,13.04,1.12,,,,
Orthotomus_atrogularis,8.08,0.91,,,,
Orthotomus_castaneiceps,11.92,1.08,,,,
Orthotomus_chloronotus,7.93,0.90,,,,
Orthotomus_cinereiceps,9.11,0.96,,,,
Orthotomus_cuculatus,6.50,0.81,,,,
Orthotomus_derbianus,11.27,1.05,,,,
Orthotomus_frontalis,8.78,0.94,,,,
Orthotomus_heterolaemus,8.90,0.95,,,,
Orthotomus_metopias,9.02,0.96,,,,
Orthotomus_moreaui,9.52,0.98,,,,
Orthotomus_nigriceps,10.11,1.00,,,,
Orthotomus_ruficeps,8.10,0.91,,,,
Orthotomus_samarensis,9.13,0.96,,,,
Orthotomus_sepium,8.52,0.93,,,,
Orthotomus_sericeus,10.80,1.03,,,,
Orthotomus_sutorius,8.15,0.91,,,,
Orthriophis_taeniurus,2265.00,3.36,,,,
Ortygospiza_atricollis,11.25,1.05,,,,
Ortygospiza_fuscocrissa,11.50,1.06,,,,
Ortygospiza_gabonensis,12.67,1.10,,,,
Ortygospiza_locustella,12.67,1.10,,,,
Ortyxelos_meiffrenii,17.87,1.25,,,,
Orycteropus_afer,40110.98,4.60,,,,
Oryctolagus_cuniculus,1456.11,3.16,,,,
Oryx_beisa,176369.89,5.25,,,,
Oryx_dammah,167940.93,5.23,,,,
Oryx_gazella,136837.06,5.14,,,,
Oryx_leucoryx,96202.54,4.98,,,,
Oryzias_celebensis,0.41,-0.39,,,,
Oryzias_dancena,0.24,-0.62,,,,
Oryzias_latipes,0.29,-0.54,,,,
Oryzias_marmoratus,0.64,-0.19,,,,
Oryzias_matanensis,0.51,-0.29,,,,
Oryzias_profundicola,0.59,-0.23,,,,
Oryzoborus_angolensis,13.49,1.13,,,,
Oryzoborus_atrirostris,23.45,1.37,,,,
Oryzoborus_atrirostris_gigantirostris,29.00,1.46,,,,
Oryzoborus_crassirostris,21.45,1.33,,,,
Oryzoborus_funereus,12.75,1.11,,,,
Oryzoborus_maximiliani,26.50,1.42,,,,
Oryzoborus_nuttingi,23.48,1.37,,,,
Oryzomys_albigularis,60.47,1.78,,,,
Oryzomys_alfaroi,34.10,1.53,,,,
Oryzomys_angouya,120.17,2.08,,,,
Oryzomys_auriventer,60.47,1.78,,,,
Oryzomys_balneator,60.47,1.78,,,,
Oryzomys_bolivaris,60.07,1.78,,,,
Oryzomys_buccinatus,100.20,2.00,,,,
Oryzomys_capito,50.55,1.70,,,,
Oryzomys_caracolus,59.22,1.77,,,,
Oryzomys_chapmani,50.01,1.70,,,,
Oryzomys_couesi,67.67,1.83,,,,
Oryzomys_curasoae,57.93,1.76,,,,
Oryzomys_devius,59.22,1.77,,,,
Oryzomys_dimidiatus,46.00,1.66,,,,
Oryzomys_emmonsae,40.29,1.61,,,,
Oryzomys_galapagoensis,63.51,1.80,,,,
Oryzomys_gorgasi,60.47,1.78,,,,
Oryzomys_hammondi,60.47,1.78,,,,
Oryzomys_intectus,60.42,1.78,,,,
Oryzomys_intermedius,60.42,1.78,,,,
Oryzomys_keaysi,58.54,1.77,,,,
Oryzomys_kelloggi,60.42,1.78,,,,
Oryzomys_lamia,60.47,1.78,,,,
Oryzomys_laticeps,49.54,1.69,,,,
Oryzomys_legatus,61.52,1.79,,,,
Oryzomys_levipes,60.47,1.78,,,,
Oryzomys_macconnelli,61.57,1.79,,,,
Oryzomys_maracajuensis,53.92,1.73,,,,
Oryzomys_marinhus,53.92,1.73,,,,
Oryzomys_megacephalus,45.13,1.65,,,,
Oryzomys_melanotis,50.01,1.70,,,,
Oryzomys_meridensis,59.22,1.77,,,,
Oryzomys_nelsoni,57.93,1.76,,,,
Oryzomys_nitidus,54.65,1.74,,,,
Oryzomys_oniscus,60.42,1.78,,,,
Oryzomys_palustris,39.91,1.60,,,,
Oryzomys_perenensis,54.38,1.74,,,,
Oryzomys_polius,60.47,1.78,,,,
Oryzomys_ratticeps,144.18,2.16,,,,
Oryzomys_rhabdops,48.26,1.68,,,,
Oryzomys_rostratus,46.75,1.67,,,,
Oryzomys_russatus,60.50,1.78,,,,
Oryzomys_saturatior,48.23,1.68,,,,
Oryzomys_scotti,53.92,1.73,,,,
Oryzomys_seuanezi,57.93,1.76,,,,
Oryzomys_subflavus,36.88,1.57,,,,
Oryzomys_talamancae,54.99,1.74,,,,
Oryzomys_tatei,57.93,1.76,,,,
Oryzomys_xanthaeolus,79.79,1.90,,,,
Oryzomys_xantheolus,79.68,1.90,,,,
Oryzomys_yunganus,60.47,1.78,,,,
Oryzorictes_hova,36.15,1.56,,,,
Oryzorictes_talpoides,34.89,1.54,,,,
Oryzorictes_tetradactylus,36.04,1.56,,,,
Osbornictis_piscivora,3006.65,3.48,,,,
Osgoodomys_banderanus,50.01,1.70,,,,
Osmerus_dentex,119.00,2.08,,,,
Osmerus_eperlanus,178.00,2.25,,,,
Osmerus_mordax,65.55,1.82,,,,
Osteocephalus_taurinus,50.00,1.70,,,,
Osteoglossum_bicirrhosum,1570.24,3.20,,,,
Osteolaemus_tetraspis,18620.74,4.27,,,,
Osteomugil_cunnensius,714.08,2.85,,,,
Osteomugil_cunnesius,55.00,1.74,,,,
Ostorhinchus_angustatus,6.60,0.82,,,,
Ostorhinchus_apogonoides,9.77,0.99,,,,
Ostorhinchus_compressus,3.10,0.49,,,,
Ostorhinchus_cookii,2.50,0.40,,,,
Ostorhinchus_cyanosoma,16.80,1.23,,,,
Ostorhinchus_endekataenia,18.00,1.26,,,,
Ostorhinchus_fasciatus,8.50,0.93,,,,
Ostorhinchus_nigrofasciatus,8.57,0.93,,,,
Ostorhinchus_norfolcensis,14.50,1.16,,,,
Ostracion_cubicus,532.67,2.73,,,,
Ostracion_cyanurus,57.00,1.76,,,,
Otaria_byronia,119002.85,5.08,,,,
Otaria_flavescens,157500.42,5.20,,,,
Othnielia_rex,35159.00,4.55,,,,
Otidiphaps_nobilis,500.00,2.70,,,,
Otis_tarda,9115.56,3.96,,,,
Otocolobus_manul,2926.06,3.47,,,,
Otocoris_alpestris_leucolaema,33.45,1.52,,,,
Otocryptis_beddomii,2.22,0.35,,,,
Otocryptis_nigrostigma,6.82,0.83,,,,
Otocryptis_wiegmanni,9.42,0.97,,,,
Otocyon_megalotis,3409.68,3.53,,,,
Otolemur_crassicaudatus,1001.43,3.00,,,,
Otolemur_garnettii,674.54,2.83,,,,
Otolemur_monteiri,1456.50,3.16,,,,
Otolithes_ruber,7000.00,3.85,,,,
Otomops_formosus,27.39,1.44,,,,
Otomops_johnstonei,24.19,1.38,,,,
Otomops_madagascariensis,29.96,1.48,,,,
Otomops_martiensseni,32.15,1.51,,,,
Otomops_papuensis,17.80,1.25,,,,
Otomops_secundus,25.50,1.41,,,,
Otomops_wroughtoni,33.23,1.52,,,,
Otomys_anchietae,115.18,2.06,,,,
Otomys_angoniensis,145.90,2.16,,,,
Otomys_barbouri,120.83,2.08,,,,
Otomys_burtoni,120.83,2.08,,,,
Otomys_cuanzensis,128.93,2.11,,,,
Otomys_dartmouthi,127.20,2.10,,,,
Otomys_denti,97.80,1.99,,,,
Otomys_dollmani,120.83,2.08,,,,
Otomys_irroratus,89.35,1.95,,,,
Otomys_jacksoni,127.20,2.10,,,,
Otomys_lacustris,120.83,2.08,,,,
Otomys_laminatus,146.72,2.17,,,,
Otomys_maximus,183.03,2.26,,,,
Otomys_occidentalis,115.77,2.06,,,,
Otomys_orestes,120.83,2.08,,,,
Otomys_saundersiae,105.16,2.02,,,,
Otomys_sloggetti,85.81,1.93,,,,
Otomys_tropicalis,111.64,2.05,,,,
Otomys_typus,46.81,1.67,,,,
Otomys_unisulcatus,124.96,2.10,,,,
Otomys_uzungwensis,127.20,2.10,,,,
Otonycteris_hemprichi,23.88,1.38,,,,
Otonycteris_hemprichii,21.98,1.34,,,,
Otonyctomys_hatti,36.22,1.56,,,,
Otopteropus_cartilagonodus,16.82,1.23,,,,
Ototylomys_phyllotis,88.22,1.95,,,,
Otus_alfredi,123.28,2.09,,,,
Otus_alius,123.28,2.09,,,,
Otus_angelinae,82.72,1.92,,,,
Otus_asio,171.78,2.23,,,,
Otus_bakkamoena,129.15,2.11,,,,
Otus_bakkamoena_lempiji,140.00,2.15,,,,
Otus_bakkamoena_lettia,125.00,2.10,,,,
Otus_bakkamoena_marathae,116.00,2.06,,,,
Otus_balli,123.28,2.09,,,,
Otus_beccarii,165.00,2.22,,,,
Otus_brookii,123.28,2.09,,,,
Otus_brucei,99.84,2.00,,,,
Otus_brucei_pamelae,71.00,1.85,,,,
Otus_capnodes,113.00,2.05,,,,
Otus_collari,77.97,1.89,,,,
Otus_elegans,107.67,2.03,,,,
Otus_elegans_botelensis,124.00,2.09,,,,
Otus_enganensis,104.96,2.02,,,,
Otus_everetti,131.50,2.12,,,,
Otus_flammeolus,43.16,1.64,,,,
Otus_fuliginosus,117.64,2.07,,,,
Otus_hartlaubi,79.00,1.90,,,,
Otus_icterorhynchus,73.37,1.87,,,,
Otus_insularis,123.28,2.09,,,,
Otus_ireneae,49.44,1.69,,,,
Otus_kennicottii,182.25,2.26,,,,
Otus_lempiji,127.17,2.10,,,,
Otus_lettia,127.17,2.10,,,,
Otus_leucotis,204.00,2.31,,,,
Otus_longicornis,86.78,1.94,,,,
Otus_madagascariensis,99.75,2.00,,,,
Otus_magicus,152.22,2.18,,,,
Otus_manadensis,107.48,2.03,,,,
Otus_manadensis_manadensis,88.30,1.95,,,,
Otus_mantananensis,99.00,2.00,,,,
Otus_mantananensis_sibutuensis,106.00,2.03,,,,
Otus_marshalli,115.00,2.06,,,,
Otus_mayottensis,100.38,2.00,,,,
Otus_megalotis,210.23,2.32,,,,
Otus_megalotis_everetti,138.50,2.14,,,,
Otus_mentawi,117.64,2.07,,,,
Otus_mindorensis,107.64,2.03,,,,
Otus_mirus,63.46,1.80,,,,
Otus_moheliensis,105.37,2.02,,,,
Otus_nigrorum,170.50,2.23,,,,
Otus_pamelae,68.50,1.84,,,,
Otus_pauliani,69.50,1.84,,,,
Otus_pembaensis,111.52,2.05,,,,
Otus_podarginus,123.28,2.09,,,,
Otus_rufescens,78.81,1.90,,,,
Otus_rutilus,107.25,2.03,,,,
Otus_sagittatus,128.05,2.11,,,,
Otus_scops,88.33,1.95,,,,
Otus_scops_scops,135.00,2.13,,,,
Otus_semitorques,125.34,2.10,,,,
Otus_senegalensis,78.50,1.89,,,,
Otus_siaoensis,145.83,2.16,,,,
Otus_silvicola,123.28,2.09,,,,
Otus_socotranus,102.50,2.01,,,,
Otus_spilocephalus,70.83,1.85,,,,
Otus_sulaensis,126.65,2.10,,,,
Otus_sunia,87.48,1.94,,,,
Otus_sunia_japonicus,88.50,1.95,,,,
Otus_thilohoffmanni,110.20,2.04,,,,
Otus_trichopsis,91.10,1.96,,,,
Otus_umbra,95.00,1.98,,,,
Ourebia_ourebi,14556.13,4.16,,,,
Ovibos_moschatus,261370.60,5.42,,,,
Ovis_ammon,134143.20,5.13,,,,
Ovis_aries,40612.91,4.61,,,,
Ovis_canadensis,55737.53,4.75,,,,
Ovis_dalli,50554.70,4.70,,,,
Ovis_nivicola,78805.57,4.90,,,,
Ovis_vignei,60051.19,4.78,,,,
Ovophis_convictus,384.00,2.58,,,,
Ovophis_monticola,383.89,2.58,,,,
Ovophis_tonkinensis,384.00,2.58,,,,
Ovophis_zayuensis,384.00,2.58,,,,
Oxuderces_dentatus,2.60,0.41,,,,
Oxybelis_aeneus,2012.64,3.30,,,,
Oxybelis_argenteus,918.38,2.96,,,,
Oxybelis_brevirostris,665.57,2.82,,,,
Oxybelis_fulgidus,3522.96,3.55,,,,
Oxycheilinus_arenatus,195.00,2.29,,,,
Oxycheilinus_celebicus,45.00,1.65,,,,
Oxycheilinus_digramma,88.75,1.95,,,,
Oxycheilinus_unifasciatus,431.18,2.63,,,,
Oxydoras_kneri,9000.00,3.95,,,,
Oxydoras_niger,12000.00,4.08,,,,
Oxyeleotris_heterodon,1845.00,3.27,,,,
Oxylabes_madagascariensis,24.94,1.40,,,,
Oxylophus_jacobinus,73.46,1.87,,,,
Oxylophus_levaillantii,122.50,2.09,,,,
Oxymonacanthus_longirostris,9.30,0.97,,,,
Oxymycterus_akodontius,67.94,1.83,,,,
Oxymycterus_amazonicus,60.57,1.78,,,,
Oxymycterus_angularis,67.94,1.83,,,,
Oxymycterus_caparoae,60.57,1.78,,,,
Oxymycterus_dasytrichus,72.16,1.86,,,,
Oxymycterus_delator,81.46,1.91,,,,
Oxymycterus_hiska,67.94,1.83,,,,
Oxymycterus_hispidus,43.29,1.64,,,,
Oxymycterus_hucucha,67.94,1.83,,,,
Oxymycterus_iheringi,42.89,1.63,,,,
Oxymycterus_inca,34.95,1.54,,,,
Oxymycterus_josei,72.16,1.86,,,,
Oxymycterus_nasutus,69.94,1.84,,,,
Oxymycterus_paramensis,41.95,1.62,,,,
Oxymycterus_quaestor,71.29,1.85,,,,
Oxymycterus_roberti,83.49,1.92,,,,
Oxymycterus_rufus,80.09,1.90,,,,
Oxynotus_bruniensis,2542.50,3.41,,,,
Oxynotus_paradoxus,2400.00,3.38,,,,
